Designator,Mid X,Mid Y,Rotation,Layer
C101,135.335,-113.11,0.0,top
C102,177.775,-113.15,180.0,top
C103,168.355,-113.13,0.0,top
C104,161.355,-113.13,0.0,top
C105,131.255,-113.17,180.0,top
C106,121.33,-113.05,0.0,top
D101,123.0,-117.0,90.0,top
D102,130.0,-117.0,90.0,top
D103,137.0,-117.0,90.0,top
D104,163.0,-117.0,90.0,top
D105,170.0,-117.0,90.0,top
D106,177.0,-117.0,90.0,top
J101,114.48,-116.96,0.0,top
J102,186.77,-116.96,0.0,top
R101,155.29,-115.09,90.0,top
SW101,150.0,-117.0,90.0,top
